Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
17.5949803,1.201484323,-0.1158133894,-1.236297846
17.60502059,1.236581802,-0.107981585,-1.216604948
17.61509139,1.263792872,-0.1208732203,-1.164810896
17.62516219,1.280203223,-0.1448936313,-1.080152035
17.63523299,1.277451992,-0.1658247709,-0.9699317217
17.64533431,1.25370276,-0.196604073,-0.8511285782
17.65537459,1.199384212,-0.2203551382,-0.7460850477
17.66547591,1.115994573,-0.2310408205,-0.670140028
17.67551619,1.021035552,-0.2463697046,-0.5554738641
17.68558699,0.927618742,-0.280495882,-0.385939151
17.69568831,0.8403894305,-0.3261012733,-0.1701286584
17.7057286,0.7466731668,-0.383695811,0.06774668396
17.7157994,0.639852345,-0.433675468,0.2924371362
17.72590071,0.5346573591,-0.4681669474,0.4787642956
17.73597152,0.4376281798,-0.4780266285,0.6147887707
17.74604232,0.3121720254,-0.4849301577,0.7103088498
17.7560826,0.166165337,-0.4824595451,0.7817914486
17.7661534,0.02225802466,-0.4859866202,0.8332784772
17.77625472,-0.1049233451,-0.4878133535,0.8580051661
17.78632552,-0.2072332352,-0.4793412983,0.8581972122
17.79639632,-0.279281795,-0.4754666686,0.8394470215
17.80649764,-0.3254944384,-0.4751471281,0.8053472042
17.81653792,-0.3543487191,-0.4673438072,0.7582401037
17.82660872,-0.3672163785,-0.4728771746,0.699626863
17.83667952,-0.3729370236,-0.4656915963,0.6310782433
17.85688216,-0.3568778038,-0.5001709461,0.5083503127
17.86695296,-0.3278007805,-0.5349779129,0.4571200609
17.87699324,-0.2963365912,-0.5610437393,0.3760152459
17.88706404,-0.2571852803,-0.5660772324,0.2454220504
17.89713484,-0.2268752605,-0.5746801496,0.09334054589
17.90720565,-0.1957034469,-0.5913770199,-0.05680372939
17.91727645,-0.164584592,-0.6151637435,-0.1782175899
17.92737777,-0.1343620867,-0.6441535354,-0.2685161829
17.93741805,-0.1041395068,-0.6888834238,-0.3400923014
17.94748885,-0.08062167466,-0.7293141484,-0.4030636549
17.95755965,-0.06342796236,-0.77469033,-0.4607636034
17.96763045,-0.05486837402,-0.8217201829,-0.5136429667
17.97770125,-0.05355363339,-0.8814118505,-0.5618126988
17.98777205,-0.06400792301,-0.9385488033,-0.6057912707
17.99781234,-0.08193671703,-1.011303663,-0.6451002955
18.00818831,-0.1090389639,-1.090795755,-0.6798290014
18.02805526,-0.1689309925,-1.339266658,-0.7556106448
18.03812606,-0.1914718449,-1.466208935,-0.7813993096
18.04819686,-0.2038420588,-1.603932023,-0.8098088503
18.05826766,-0.1947913319,-1.716938972,-0.8251792789
18.06833846,-0.1774128526,-1.869915724,-0.8700217605
18.07843978,-0.1410090178,-2.033097506,-0.9246629477
18.08848006,-0.08718825132,-2.20002079,-0.9879236817
18.09855086,-0.01721393317,-2.370112896,-1.057665467
18.10862166,0.05923398212,-2.519854307,-1.130034804
18.11872298,0.1424271762,-2.650669813,-1.205421925
18.12879378,0.2381616235,-2.776632071,-1.285830975
18.13886458,0.3507477343,-2.906943083,-1.374560833
18.14893538,0.4723209739,-3.023510456,-1.470567107
18.15900618,0.6038507819,-3.133035898,-1.57185328
18.16901595,0.7380204797,-3.232465267,-1.67139554
18.17914778,0.8796904087,-3.322485924,-1.770531058
18.18918807,1.03083694,-3.406960726,-1.86629653
18.19925887,1.176849484,-3.462476969,-1.952942371
18.20929915,1.32592833,-3.507810354,-2.031456232
18.21940047,1.46564436,-3.526260376,-2.095518827
18.22950179,1.595502615,-3.525177956,-2.14239502
18.23954207,1.714560747,-3.509050608,-2.170904636
18.24961287,1.81786561,-3.473716259,-2.179802895
18.25968367,1.902142525,-3.415869474,-2.168736696
18.26975447,1.980623841,-3.34671092,-2.140435457
18.27985579,2.082609653,-3.27623558,-2.096791983
18.28989608,2.192823648,-3.190610647,-2.036908865
18.29996688,2.316106081,-3.110339403,-1.965141296
18.31003768,2.442847729,-3.040753126,-1.884707093
18.32010848,2.553330421,-2.974166155,-1.798024893
18.33017928,2.643376827,-2.916320562,-1.710829854
18.34025008,2.704830647,-2.859053135,-1.629508138
18.35032088,2.723996878,-2.792666912,-1.530281901
18.36039168,2.714581013,-2.735652924,-1.401391625
18.37046248,2.668348789,-2.677525043,-1.237500191
18.38053328,2.584273577,-2.611505032,-1.04506731
18.39060408,2.466540098,-2.532214642,-0.8389192224
18.4007054,2.333731174,-2.449710131,-0.6354389787
18.41074569,2.199863434,-2.371419668,-0.4433702826
18.42081649,2.067100763,-2.294673681,-0.2617078722
18.43088729,1.936009407,-2.216826439,-0.0848544836
18.4409886,1.800225496,-2.129252195,0.09220855683
18.45102889,1.618063688,-2.028298378,0.2969484627
18.46109969,1.370962858,-1.914413571,0.5472325683
18.47117049,1.093129516,-1.786639452,0.8290851116
18.48124129,0.8550271988,-1.662121773,1.103868484
18.49131209,0.6632101536,-1.541103125,1.363478184
18.50138289,0.4906572998,-1.414988756,1.635283351
18.52149398,0.2242325246,-1.206473947,2.204479218
18.53159529,0.1306450814,-1.104750991,2.393940449
18.5416661,0.05582063645,-1.022140741,2.553166151
18.5517369,-0.01975057833,-0.9035212994,2.638978958
18.5618077,-0.08276738226,-0.8131073117,2.754945755
18.5718785,-0.1305045635,-0.7281606793,2.820034027
18.5819493,-0.1734170169,-0.6393258572,2.86632967
18.5920201,-0.2103152871,-0.5644261837,2.893568993
18.6020909,-0.2397557348,-0.4882812202,2.90668869
18.6121617,-0.2583186626,-0.4063835442,2.896700382
18.6222325,-0.2650154531,-0.3265173435,2.858947992
18.63227278,-0.26179564,-0.2613423467,2.789558649
18.64234359,-0.2446754873,-0.206855312,2.687927485
18.65241439,-0.2167514116,-0.1569214463,2.553709269
18.6625157,-0.1833048314,-0.1214044169,2.391204596
18.6725865,-0.1531814337,-0.09767828137,2.2045784
18.68265731,-0.1234845817,-0.08549467474,1.998508573
18.69272811,-0.09294494987,-0.07130135596,1.786429286
18.70279891,-0.06408310682,-0.03864941373,1.589134574
18.71286971,-0.04245359823,0.01912055351,1.426131129
18.72294051,-0.02909527533,0.07053740323,1.272129416
18.73304183,0.06719990075,0.04216634855,0.9858621955
18.74308211,0.161270082,0.01067179348,0.70627141
18.75315291,0.2461098731,-0.007761541288,0.4403811097
18.76322371,0.317879647,-0.01327606663,0.1606090814
18.77329451,0.3804745078,-0.03465603665,-0.09968148172
18.78339583,0.4200193286,-0.03716870397,-0.3143369555
18.79343612,0.4553623497,-0.04590640217,-0.4873647094
18.80350692,0.4972253442,-0.05815562606,-0.6171376705
18.81357772,0.5424434543,-0.06844909489,-0.7091084719
18.82364852,0.5910560489,-0.08213265985,-0.7707410455
18.8336888,0.6387423873,-0.08506028354,-0.8109194636
18.8437596,0.6848105192,-0.1033171862,-0.8397086859
18.8538304,0.7239502668,-0.1277481765,-0.856885016
18.86393172,0.7544166446,-0.1495712101,-0.856210947
18.87400252,0.7771476507,-0.1672812253,-0.8346627355
18.88407332,0.7926589847,-0.1827128232,-0.789511621
18.89414412,0.8000705242,-0.1894496679,-0.7213576436
18.90421492,0.7979625463,-0.1822107285,-0.6411058903
18.91428572,0.7861532569,-0.1702095419,-0.5664535165
18.92435652,0.7655864358,-0.1582804918,-0.507573843
18.93442733,0.731120646,-0.1236922294,-0.3985314965
18.94449813,0.6854234338,-0.07352395356,-0.2272947133
18.95456893,0.6324813366,-0.01295388117,-0.01825855859
18.96463973,0.5772778988,0.04542490095,0.1835250407
18.97471053,0.5237113833,0.0820383057,0.3417750299
18.98478133,0.4711935818,0.1068235189,0.4514878988
18.99485213,0.4211571217,0.1263486296,0.5302454829
19.00492293,0.3754038215,0.1364955902,0.5868822932
19.0156346,0.3336387575,0.1458760351,0.6256897449
19.03568465,0.2662442327,0.1572784483,0.6548061967
19.04572493,0.218915686,0.1529555917,0.6222843528
19.0557347,0.1615077853,0.1489703506,0.5726585388
19.06577498,0.0964057371,0.1449391693,0.5003112555
19.07578475,0.04015234858,0.141884923,0.4384920299
19.08579451,-0.004237297457,0.1429392546,0.3806788921
19.09580428,-0.03552792966,0.1514051855,0.3374176025
19.10584456,-0.05508459359,0.1511999518,0.2822435796
19.11585433,-0.06382715702,0.1429165453,0.1906527579
19.12589461,-0.06623990834,0.1327642053,0.0710426569
19.14591414,-0.06641741097,0.1053529978,-0.168616429
19.15598494,-0.06426786631,0.08467298001,-0.252923429
19.16605574,-0.06252880394,0.06435813755,-0.3081166446
19.17612654,-0.06057259813,0.03991543874,-0.3347404301
19.18619734,-0.06479902565,0.03069093265,-0.3579470813
19.19626815,-0.07232560217,0.02768441848,-0.3725103736
19.20633895,-0.08137560636,0.02009323239,-0.3789173067
19.21640975,-0.09415007383,0.02267972566,-0.3770667911
19.22641951,-0.1090549454,0.02581327967,-0.3672181368
19.23655135,-0.1259267032,0.02902921662,-0.3498362899
19.24662215,-0.1442509443,0.02868085727,-0.3260646462
19.25669295,-0.1649559289,0.02939160913,-0.2971282601
19.26676375,-0.1893855184,0.02352958731,-0.2638438642
19.27680404,-0.2171581537,0.007569713518,-0.22798118
19.28754622,-0.249088034,-0.01187693514,-0.1917445064
19.29755599,-0.281924665,-0.04172851145,-0.1580449641
19.30759627,-0.3081674874,-0.1013748944,-0.1302224994
19.31763655,-0.3242555261,-0.1936743408,-0.1100101769
19.32764632,-0.3307223022,-0.3107763529,-0.09729766101
19.33765609,-0.3305004239,-0.4411749542,-0.09139484912
19.34766585,-0.3287240267,-0.5547949672,-0.09095468372
19.35770613,-0.3281814456,-0.643243134,-0.09802657366
19.36774642,-0.32433483,-0.7178968787,-0.1189582273
19.37775618,-0.3164745569,-0.7655421495,-0.1600887775
19.38776595,-0.2984440923,-0.8174667358,-0.2315419018
19.39780623,-0.2732842267,-0.8520506024,-0.3344059289
19.407816,-0.2412971109,-0.8814963698,-0.4680245221
19.41785628,-0.210435465,-0.9208382368,-0.6383113861
19.42789656,-0.1863505542,-0.977155447,-0.847512722
19.43796737,-0.1447808295,-1.030992985,-1.094222546
19.44803816,-0.08864568919,-1.06942606,-1.285710335
19.45807845,-0.02649903297,-1.104613662,-1.440206051
19.46817977,0.05015710369,-1.157306075,-1.646916032
19.47825057,0.1396727115,-1.20470202,-1.918137789
19.48832137,0.2300168127,-1.230300069,-2.144906044
19.49839217,0.3163018823,-1.235593796,-2.310344696
19.50846297,0.424887985,-1.243038774,-2.514208555
19.51853377,0.5530185699,-1.243743181,-2.756652832
19.52860457,0.6777843833,-1.231183171,-2.937276602
19.53864486,0.8076121211,-1.217611074,-3.079451561
19.54871566,0.9559617043,-1.222264409,-3.209828377
19.55878646,1.117422223,-1.238253713,-3.330930471
19.56885726,1.266559482,-1.247013211,-3.416513681
19.57895858,1.397031546,-1.244709134,-3.462731361
19.58902938,1.508856058,-1.232411385,-3.486766338
19.59910018,1.60104537,-1.21660006,-3.489177465
19.60917098,1.681331038,-1.218361497,-3.453800201
19.61924178,1.727459669,-1.218550324,-3.369627953
19.62931258,1.775016904,-1.241716504,-3.281633615
19.63938338,1.803215384,-1.262511134,-3.172437429
19.64945418,1.821034193,-1.282260418,-3.026587963
19.65949446,1.810405254,-1.282113791,-2.839618206
19.66956527,1.767764926,-1.259252787,-2.612268448
19.67963607,1.681681871,-1.228253126,-2.363890171
19.68973738,1.579519033,-1.215467453,-2.12132144
19.69980819,1.303756237,-1.261025786,-1.729766011
19.70987899,0.9918885827,-1.287800193,-1.271427035
19.7199803,0.7404014468,-1.266755342,-0.8433119655
19.73002059,0.4570507407,-1.195873499,-0.3957664371
19.74009139,0.02843429521,-1.056760192,0.2232325822
19.75016219,-0.3293687105,-0.8791934252,0.7635572553
19.76023299,-0.666138649,-0.6684516072,1.303087473
19.77030379,-0.9842091203,-0.4185901582,1.838351727
19.78037459,-1.263278604,-0.1477722228,2.35159421
19.79044539,-1.505169511,0.1414878368,2.839154959
19.80051619,-1.702800155,0.4443638623,3.284635782
19.81058699,-1.852971554,0.7413249612,3.684459686
19.82065779,-1.960219979,1.034697533,4.0351758
19.8307286,-2.008360863,1.301937699,4.316475391
19.84082991,-1.993328333,1.519644141,4.509993076
19.8508702,-1.920229197,1.679166794,4.619439125
19.860941,-1.81340754,1.81840086,4.649580479
19.87098128,-1.683342099,1.935699582,4.567914963
19.88105208,-1.548875928,2.02186203,4.35751152
19.8911534,-1.408373475,2.095176697,4.136682987
19.9012242,-1.253766418,2.130507469,3.89865756
19.911295,-1.097315669,2.104940176,3.626365185
19.9213658,-0.9638145566,2.053286552,3.334718227
19.9314366,-0.8493365645,1.990968943,3.037086248
19.9415074,-0.7228654623,1.906215906,2.738249779
19.9515782,-0.5743555427,1.812335253,2.452054024
19.961649,-0.4031500816,1.712781906,2.172180653
19.97171981,-0.222023353,1.588925481,1.835584641
19.98179061,-0.03671677411,1.447052717,1.451011181
19.99186141,0.1428753585,1.302478671,1.053937674
20.00193221,0.2679883242,1.178715944,0.7159003615
20.01200301,0.3493163288,1.082718611,0.4491991401
20.02207381,0.4182573855,0.9892451167,0.200051412
20.03214461,0.4791905582,0.9012839198,-0.04583209381
20.04221541,0.5266571641,0.8235013485,-0.2557258308
20.05228621,0.5599810481,0.7484404445,-0.4230143726
20.06235701,0.5938434005,0.6895217299,-0.5557950139
20.07242781,0.6312636137,0.6252790093,-0.6617780924
20.08249862,0.6656267047,0.5770526528,-0.7403932214
20.09256942,0.7014815807,0.519380331,-0.8021856546
20.10264022,0.7366102338,0.4572660327,-0.8471984863
20.11271102,0.7669031024,0.3995196819,-0.869961977
20.12278182,0.7885651588,0.3466548622,-0.8651770949
20.13285262,0.7954831719,0.3076723516,-0.8318382502
20.14292342,0.7858866453,0.2856773734,-0.7732435465
20.15299422,0.763969779,0.2656999528,-0.6969147921
20.16306502,0.7268939614,0.2525754273,-0.618187964
20.17313582,0.6790926456,0.2399135828,-0.5562559962
20.18320662,0.6191757917,0.2494833767,-0.4725733101
20.19327742,0.549002111,0.2833537757,-0.3460752368
20.20334822,0.4725696146,0.3267062902,-0.1932899505
20.21341902,0.3968569934,0.3696545362,-0.04446907714
20.22348983,0.3319164813,0.3967309594,0.07692036778
20.23356063,0.2834140658,0.4078176618,0.172694996
20.24363143,0.2312805355,0.4149719179,0.254221648
20.25370223,0.1652338356,0.4156009555,0.3255614936
20.26377303,0.08572764695,0.4114052653,0.3825882077
20.27384383,-0.002435420174,0.4118147194,0.421530962
20.28391463,-0.08276783675,0.4022914469,0.4428664744
20.29398543,-0.1441562921,0.3831967115,0.448720336
20.30405623,-0.1826674938,0.3556710482,0.4433430135
20.31412703,-0.203288272,0.3334900439,0.4312090278
20.32422835,-0.2069095224,0.3046688735,0.4156819284
20.33426863,-0.1998523772,0.2704623044,0.4017062187
20.34433944,-0.1931431592,0.2515714765,0.3941835761
20.35441024,-0.1871792227,0.2332848459,0.3971920907
20.36448104,-0.1864270717,0.2317323685,0.413579911
20.37455184,-0.1866157353,0.2323621809,0.4401445091
20.3845616,-0.186049208,0.2284108847,0.4705840647
20.39469344,-0.1874268353,0.2350390106,0.4977958798
20.40476424,-0.1885818541,0.2457816303,0.515668273
20.41483504,-0.1874478161,0.2520558536,0.5240875483
20.42508895,-0.1849404275,0.2564426064,0.5268487334
20.44504744,-0.181394726,0.2621348202,0.5378446579
20.45511824,-0.1790641844,0.2615419924,0.533977747
20.46515853,-0.1800228357,0.2637913823,0.5282412767
20.47525984,-0.180496484,0.2524673939,0.5069304705
20.48533065,-0.1913340837,0.2401806116,0.4955031872
20.49540145,-0.209446311,0.2229539454,0.4793813527
20.50547225,-0.2347866893,0.2023729533,0.4575638175
20.51554305,-0.2642441392,0.1720062941,0.4298322797
20.52561385,-0.2957248986,0.1342181265,0.3973957896
20.53568465,-0.3275948763,0.0897936523,0.3619767427
20.54575545,-0.3535715938,0.02451286092,0.3255868852
20.55582625,-0.372784555,-0.07009487599,0.2923579216
20.56586654,-0.3862606585,-0.1717789322,0.2542642355
20.57596785,-0.3943293691,-0.2804080844,0.1900954545
20.58600814,-0.3973140717,-0.3886967003,0.09219137579
20.59607894,-0.3963751793,-0.479750663,-0.03648417443
20.60618026,-0.3915707171,-0.551263988,-0.1875465363
20.61625106,-0.3800364137,-0.6240289807,-0.3537366986
20.62632186,-0.3650279939,-0.6812569499,-0.5277021527
20.63639266,-0.3472792506,-0.7425181866,-0.7083123326
20.64646346,-0.3452264667,-0.7993751764,-0.8934370279
20.65653426,-0.3459670842,-0.8595275283,-1.085518479
20.66660506,-0.3317801654,-0.931429565,-1.294680119
20.67667586,-0.2972486019,-1.008669615,-1.546438575
20.68674666,-0.2427442521,-1.093074799,-1.793969512
20.69681746,-0.1719202399,-1.179319382,-1.999447346
20.70691878,-0.09327346087,-1.268331289,-2.203206539
