"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
9.538337803E0,7.814337730E0,4.911020756E0,1.586534619E0
9.548408604E0,7.812613487E0,5.279409885E0,1.573362947E0
9.558479405E0,7.587302208E0,5.581392288E0,1.530120850E0
9.568550205E0,7.331038952E0,5.803023338E0,1.394667983E0
9.578621006E0,6.849776268E0,5.956789970E0,1.204972982E0
9.588691807E0,6.217163563E0,6.062072277E0,1.002771974E0
9.598762608E0,5.534228802E0,6.114985466E0,7.842682004E-1
9.608833409E0,4.874985218E0,6.103154182E0,5.818417668E-1
9.618904209E0,4.240814686E0,6.045680523E0,4.238199890E-1
9.628975010E0,3.669504881E0,5.928091049E0,3.402841687E-1
9.639045811E0,3.174648762E0,5.769400597E0,2.853976488E-1
9.649116612E0,2.771706104E0,5.564384460E0,2.635172606E-1
9.659187413E0,2.460639000E0,5.334800243E0,2.901809812E-1
9.669258213E0,2.172468662E0,5.092887402E0,3.052822948E-1
9.679329014E0,1.801180840E0,4.843454361E0,2.676652372E-1
9.689399815E0,1.315883994E0,4.582368374E0,1.670596004E-1
9.699470616E0,7.866066694E-1,4.315661430E0,2.514280751E-2
9.709541416E0,2.490102798E-1,4.007420063E0,-1.301614940E-1
9.719612217E0,-3.496174514E-1,3.617368460E0,-2.713280916E-1
9.729713536E0,-9.763662815E-1,3.103760481E0,-3.759155273E-1
9.739784336E0,-1.599240661E0,2.441015482E0,-4.505622387E-1
9.749855137E0,-2.212727070E0,1.649535656E0,-4.508205354E-1
9.759956455E0,-2.801417112E0,7.897847295E-1,-3.884148598E-1
9.769996739E0,-3.392210960E0,-8.685174584E-2,-2.912713289E-1
9.780067539E0,-3.997785091E0,-9.511618614E-1,-2.130455673E-1
9.790138340E0,-4.670496464E0,-1.805821538E0,-2.357938588E-1
9.800209141E0,-5.472743034E0,-2.637588501E0,-3.824942708E-1
9.810310459E0,-6.400001526E0,-3.378684759E0,-6.503044963E-1
9.820350743E0,-7.414112568E0,-4.019965649E0,-9.395569563E-1
9.830391026E0,-8.358945847E0,-4.585880756E0,-1.174569249E0
9.840461827E0,-9.166866302E0,-5.089215755E0,-1.357400894E0
9.850532627E0,-9.696135521E0,-5.490238667E0,-1.479811072E0
9.860603428E0,-9.921939850E0,-5.760597706E0,-1.489367723E0
9.870704746E0,-9.888065338E0,-5.877707481E0,-1.416739345E0
9.880745030E0,-9.707942009E0,-5.846459389E0,-1.312213540E0
9.890815830E0,-9.427453995E0,-5.743036747E0,-1.253036022E0
9.900886631E0,-8.954480171E0,-5.555326939E0,-1.253884077E0
9.910957432E0,-8.346152306E0,-5.284421444E0,-1.337383032E0
9.921028233E0,-8.082086563E0,-4.921280384E0,-1.535640478E0
9.931129551E0,-8.049887657E0,-4.471354485E0,-1.860546350E0
9.941169834E0,-8.054250717E0,-4.004442692E0,-2.110516071E0
9.951240635E0,-7.692640305E0,-3.638991356E0,-2.160073519E0
9.961311436E0,-6.913005829E0,-3.333652496E0,-2.114255190E0
9.971382237E0,-5.911415100E0,-2.923986197E0,-1.924668908E0
9.981453038E0,-4.749671459E0,-2.583007812E0,-1.641362667E0
9.991523838E0,-3.680021763E0,-2.144893646E0,-1.299947500E0
1.000159464E1,-2.709847689E0,-1.732803464E0,-9.229800105E-1
1.001166544E1,-1.852529287E0,-1.386302590E0,-5.555089116E-1
1.002173624E1,-1.160324931E0,-1.132047534E0,-1.863916218E-1
1.003180704E1,-6.229180694E-1,-9.524907470E-1,1.059330329E-1
1.004187784E1,-1.871914566E-1,-7.924292088E-1,3.270356357E-1
1.005194864E1,1.010232642E-1,-5.774432421E-1,5.387217402E-1
1.006201944E1,1.768901497E-1,-3.548547626E-1,7.327326536E-1
1.007209024E1,1.495420001E-2,-2.312349975E-1,9.771062136E-1
1.008216105E1,1.457592845E-1,-1.673929393E-1,1.302542686E0
1.009223185E1,6.425067782E-1,-1.235191971E-1,1.590234518E0
1.010230265E1,9.225201011E-1,-2.747263387E-2,1.758364677E0
1.011237345E1,1.218565226E0,1.896822751E-1,1.868145943E0
1.012244425E1,1.174747467E0,2.796444297E-1,1.953468680E0
1.013251505E1,8.424853086E-1,3.324548602E-1,2.021062374E0
1.014258585E1,6.414631605E-1,2.197602838E-1,2.049775124E0
1.015265665E1,5.208789110E-1,8.750890195E-2,2.000722885E0
1.016272745E1,3.830699921E-1,-2.395033091E-2,1.892369628E0
1.017279825E1,2.100521326E-1,-9.601496905E-2,1.700475693E0
1.018286905E1,-1.098631043E-2,-1.374321580E-1,1.525121450E0
1.019293985E1,-2.564142346E-1,-1.696083993E-1,1.375082612E0
1.020301066E1,-5.406218767E-1,-1.973562092E-1,1.244797349E0
1.021308146E1,-7.587925196E-1,-2.098858654E-1,1.182545662E0
1.022315226E1,-9.887984395E-1,-2.002832890E-1,1.171868205E0
1.023322306E1,-1.067622662E0,-1.557985246E-1,1.163448811E0
1.024329386E1,-1.051822424E0,-1.172344089E-1,1.125667453E0
1.025336466E1,-1.050436735E0,-9.628681839E-2,1.047528386E0
1.026346598E1,-1.080529690E0,-8.436651528E-2,9.658517838E-1
1.027353678E1,-1.150555968E0,-8.355598152E-2,8.374809027E-1
1.028360758E1,-1.186309338E0,-8.153836429E-2,6.733517647E-1
1.029367838E1,-1.178261042E0,-5.808682367E-2,4.918895662E-1
1.030374918E1,-1.143679619E0,-2.057683282E-2,3.442781568E-1
1.031381998E1,-1.103897572E0,2.492131107E-2,2.212286890E-1
1.032389078E1,-9.955192804E-1,8.080513775E-2,1.279602945E-1
1.033396158E1,-7.909894586E-1,1.535398215E-1,5.583907291E-2
1.034403238E1,-5.030827522E-1,2.399547100E-1,-1.580331102E-2
1.035410318E1,-1.633288264E-1,3.233618736E-1,-7.588541508E-2
1.036417398E1,1.892946810E-1,3.918684721E-1,-1.353083700E-1
1.037421427E1,5.463718176E-1,4.510667622E-1,-2.047483176E-1
1.038431559E1,9.032287598E-1,5.018330216E-1,-2.673202455E-1
1.039438639E1,1.237569213E0,5.402939916E-1,-3.114422560E-1
1.040445719E1,1.529783487E0,5.626274347E-1,-3.334946036E-1
1.042459879E1,1.992513895E0,5.691424608E-1,-3.296068907E-1
1.043466959E1,2.138310671E0,5.520106554E-1,-3.138351142E-1
1.044474039E1,2.209968567E0,5.150900483E-1,-2.897025645E-1
1.045478067E1,2.203992367E0,4.581030607E-1,-2.655636072E-1
1.046488199E1,2.179055214E0,3.858638406E-1,-1.999452859E-1
1.047495279E1,2.110081911E0,2.965227067E-1,-1.232658476E-1
1.048502359E1,1.967012882E0,1.883073002E-1,-4.641771317E-2
1.049512491E1,1.778923750E0,5.751071870E-2,-1.518413890E-2
1.050516520E1,1.559589148E0,-8.405061066E-2,7.500818931E-3
1.051523600E1,1.329872012E0,-2.401783466E-1,3.314356087E-3
1.052530680E1,1.091900110E0,-4.652607441E-1,3.487049835E-3
1.053537760E1,8.797728419E-1,-7.523895502E-1,-9.312379360E-2
1.054541788E1,6.768826842E-1,-9.963828325E-1,-2.864123583E-1
1.055548868E1,4.733139575E-1,-1.183497906E0,-5.469250083E-1
1.056555948E1,2.714087367E-1,-1.332946062E0,-8.449927568E-1
1.057566080E1,7.186117023E-2,-1.454112530E0,-1.149821043E0
1.058573160E1,-7.998337597E-2,-1.555391431E0,-1.449022770E0
1.059580240E1,-1.645543873E-1,-1.652042508E0,-1.754417539E0
1.060587320E1,-2.095377445E-1,-1.748738289E0,-2.025203705E0
1.061594400E1,-2.002774626E-1,-1.845394254E0,-2.332289934E0
1.062686930E1,-1.399456710E-1,-1.943973780E0,-2.584275007E0
1.064612589E1,7.568213344E-2,-2.034492731E0,-3.038985252E0
1.065683756E1,2.171324790E-1,-2.040437698E0,-3.234346867E0
1.066684732E1,4.143602550E-1,-1.949755549E0,-3.313343525E0
1.067688761E1,7.192186117E-1,-1.675140500E0,-3.286478996E0
1.068692789E1,1.112485766E0,-1.247985125E0,-3.208122492E0
1.070691690E1,1.978597164E0,-4.097883999E-1,-2.730785370E0
1.071701822E1,2.429614544E0,-1.959837042E-2,-2.445407391E0
1.072705851E1,2.938549757E0,3.862246275E-1,-2.134635210E0
1.074701700E1,4.045358658E0,1.355168104E0,-1.554066300E0
1.075708780E1,4.641346455E0,1.976464987E0,-1.286982179E0
1.076712809E1,5.157598495E0,2.665427923E0,-1.020905137E0
1.077716837E1,5.563357353E0,3.331243515E0,-7.480976582E-1
1.078760538E1,5.890284538E0,3.936861753E0,-4.903556705E-1
1.080750284E1,6.294322491E0,4.828602314E0,1.998441294E-2
1.082746134E1,6.079506874E0,5.344453335E0,3.279881775E-1
1.083756266E1,5.870111942E0,5.557791710E0,3.973683715E-1
1.084757242E1,5.529472828E0,5.781702995E0,3.889714181E-1
1.085758219E1,5.108139038E0,5.976320267E0,4.220928550E-1
1.086768351E1,4.690255642E0,6.097098827E0,5.204224586E-1
1.087778482E1,4.313304901E0,6.102526188E0,6.263913512E-1
1.088788614E1,3.917078733E0,5.957250118E0,7.212938666E-1
1.089792643E1,3.482323647E0,5.791518688E0,8.484908342E-1
1.090799723E1,3.043087482E0,5.458918095E0,1.043605685E0
1.091806803E1,2.674526691E0,5.010622978E0,1.283722997E0
1.092881022E1,2.249749422E0,4.643002987E0,1.401305676E0
1.093881998E1,1.688517809E0,4.289474010E0,1.403634667E0
1.095883951E1,4.060349762E-1,3.632827044E0,1.168177009E0
1.096891031E1,-3.337745965E-1,3.303019524E0,1.024907470E0
1.098892984E1,-1.766847253E0,2.311468363E0,7.625938654E-1
1.100894938E1,-2.994130135E0,8.160715699E-1,6.945335269E-1
1.101902018E1,-3.571346283E0,2.179513313E-2,6.959581375E-1
1.102902994E1,-4.165370941E0,-7.350959778E-1,6.806030273E-1
1.103903971E1,-4.817502975E0,-1.436695218E0,6.132551432E-1
1.104907999E1,-5.542938709E0,-2.117066860E0,4.723183215E-1
1.105908976E1,-6.341769218E0,-2.706532717E0,2.274103016E-1
1.106913004E1,-7.206492901E0,-3.183936119E0,-1.231971607E-1
1.107923136E1,-8.028963089E0,-3.592089415E0,-3.783482909E-1
1.108927164E1,-8.711587906E0,-4.007915020E0,-5.655952692E-1
1.109934244E1,-9.133612633E0,-4.362343788E0,-7.207404971E-1
1.110941324E1,-9.303311348E0,-4.609236240E0,-7.882091999E-1
1.111948404E1,-9.327877045E0,-4.749417305E0,-7.889940143E-1
1.112955484E1,-9.278375626E0,-4.825505733E0,-8.074298501E-1
1.113962564E1,-9.134466171E0,-4.784223557E0,-8.344566226E-1
1.114969645E1,-8.846837997E0,-4.793992996E0,-9.083007574E-1
1.115976725E1,-8.497373581E0,-4.681596279E0,-1.089367628E0
1.116983805E1,-8.176413536E0,-4.413038254E0,-1.342923284E0
1.117990885E1,-7.900165558E0,-4.095342159E0,-1.594122291E0
1.118997965E1,-7.412812710E0,-3.667486191E0,-1.706478715E0
1.120008097E1,-6.807451725E0,-3.162386417E0,-1.689294577E0
1.121012125E1,-5.993057728E0,-2.694515944E0,-1.633301616E0
1.122019205E1,-4.945328712E0,-2.241366863E0,-1.425961614E0
1.123026285E1,-3.724893808E0,-1.836253643E0,-1.071150064E0
1.124033365E1,-2.598333597E0,-1.475928903E0,-6.380453110E-1
1.125040445E1,-1.595110416E0,-1.180163622E0,-1.714425087E-1
1.126047525E1,-6.974135041E-1,-9.102272987E-1,2.391916662E-1
1.127057657E1,1.192630455E-1,-6.703307629E-1,5.789229870E-1
1.128061686E1,8.088220358E-1,-4.620368481E-1,8.537641168E-1
1.129068766E1,1.375310898E0,-2.374665588E-1,1.118086100E0
1.130075846E1,1.794790506E0,7.753306627E-2,1.337528348E0
1.131082926E1,2.018091440E0,3.119628131E-1,1.576767445E0
1.132090006E1,2.115951300E0,3.975538611E-1,1.845973253E0
1.133097086E1,2.273497343E0,4.494656324E-1,2.107472658E0
1.134104166E1,2.430301905E0,4.501655996E-1,2.284820795E0
1.135111246E1,2.646913528E0,3.915500641E-1,2.415804148E0
1.136118326E1,2.661286592E0,3.367851973E-1,2.562500238E0
1.137125406E1,2.436880112E0,2.978079319E-1,2.630745173E0
1.138132486E1,2.017647505E0,2.071649581E-1,2.600634336E0
1.139139566E1,1.688503861E0,1.096236780E-1,2.479012489E0
1.140146646E1,1.377032876E0,2.748011425E-2,2.272083282E0
1.141153727E1,1.021639347E0,-5.672428757E-2,2.060066938E0
1.142154703E1,6.419346333E-1,-1.633410901E-1,1.863940954E0
1.143167887E1,2.616686821E-1,-2.380052507E-1,1.644112349E0
1.144174967E1,-1.125619784E-1,-2.982161343E-1,1.464706302E0
1.145182047E1,-4.544472098E-1,-3.166639209E-1,1.337648749E0
1.146189127E1,-7.494880557E-1,-2.854802907E-1,1.282363176E0
1.147193155E1,-9.830720425E-1,-2.599238455E-1,1.288499236E0
1.148197184E1,-1.123526812E0,-2.397610098E-1,1.262383819E0
1.149210367E1,-1.211008430E0,-2.345029265E-1,1.201148510E0
1.150217447E1,-1.335391641E0,-2.537429929E-1,1.120455503E0
1.151224527E1,-1.555918694E0,-2.848833799E-1,9.639008641E-1
1.152231608E1,-1.846787572E0,-3.074204624E-1,7.613470554E-1
1.153235636E1,-2.101203680E0,-3.122754097E-1,5.228931904E-1
1.154242716E1,-2.281016827E0,-3.112187982E-1,3.163891137E-1
1.155246744E1,-2.366171837E0,-2.986342609E-1,1.488298476E-1
1.156250773E1,-2.352146864E0,-2.754653692E-1,1.536800992E-2
1.157251749E1,-2.302963734E0,-2.346908003E-1,-1.171832010E-1
1.158295450E1,-2.165729046E0,-1.782740951E-1,-2.330096960E-1
1.160285196E1,-1.635259151E0,-5.262089148E-2,-4.265721142E-1
1.161292276E1,-1.298286557E0,-6.888317876E-3,-5.156972408E-1
1.162299357E1,-9.641488194E-1,3.074304573E-2,-6.093429327E-1
1.163303385E1,-6.468743086E-1,6.489200890E-2,-7.168290019E-1
1.164310465E1,-3.434602022E-1,8.858297020E-2,-8.126712441E-1
1.165317545E1,-5.160699412E-2,1.104317233E-1,-9.027091861E-1
1.166321573E1,2.224532515E-1,1.264188290E-1,-8.905634284E-1
1.167331705E1,5.125790238E-1,1.344926208E-1,-7.456426024E-1
1.168335733E1,7.634574771E-1,1.171113774E-1,-6.344920397E-1
1.169342814E1,9.254410863E-1,6.949170679E-2,-6.129624844E-1
1.170349894E1,9.926735759E-1,7.937610149E-2,-6.406789422E-1
1.171356974E1,1.037508368E0,9.239955246E-2,-6.621407270E-1
1.172364054E1,1.080251455E0,7.248445600E-2,-6.820574999E-1
1.173371134E1,1.144837379E0,1.662058197E-2,-6.527810693E-1
1.174378214E1,1.217194080E0,-7.619879395E-2,-5.871792436E-1
1.175385294E1,1.303963423E0,-1.991344094E-1,-5.265393853E-1
1.176392374E1,1.372913599E0,-3.686696291E-1,-4.966588318E-1
1.177399454E1,1.460206628E0,-5.429176688E-1,-4.997630715E-1
1.178409586E1,1.518842101E0,-7.063152790E-1,-4.999798536E-1
1.179416666E1,1.507647514E0,-8.666702509E-1,-5.391666293E-1
1.180420694E1,1.436339498E0,-1.024968505E0,-6.221104264E-1
1.181427774E1,1.344096661E0,-1.175363541E0,-7.147184014E-1
1.182437906E1,1.242150307E0,-1.288630009E0,-1.077291489E0
1.183444986E1,1.218577027E0,-1.342336655E0,-1.416372895E0
1.184449015E1,1.223137259E0,-1.327666283E0,-1.607885361E0
1.185456095E1,1.319978118E0,-1.332137942E0,-1.722485065E0
1.186463175E1,1.512460828E0,-1.382993937E0,-1.798794508E0
1.187470255E1,1.685953259E0,-1.391726136E0,-1.866817355E0
1.188480387E1,1.844343424E0,-1.393397927E0,-1.851715803E0
1.189484415E1,1.984531879E0,-1.288834572E0,-1.842284799E0
1.190494547E1,2.107180357E0,-1.067414045E0,-1.830020428E0
1.191501627E1,2.188706636E0,-7.827252150E-1,-1.780995727E0
1.192508707E1,2.246565342E0,-4.922353923E-1,-1.764233112E0
1.193515787E1,2.303065777E0,-2.018445134E-1,-1.692295551E0
1.194522867E1,2.413359880E0,1.058744192E-1,-1.559766293E0
1.195529947E1,2.659424067E0,4.424476624E-1,-1.381904483E0
1.196537027E1,3.064419508E0,8.222427964E-1,-1.172194958E0
1.197544108E1,3.526902676E0,1.224573493E0,-8.975810409E-1
1.198551188E1,3.978832245E0,1.624909759E0,-5.814740062E-1
1.199564371E1,4.342765808E0,1.968333125E0,-2.991856337E-1
1.200568400E1,4.606787682E0,2.262874603E0,-4.654321820E-2
1.201575480E1,4.817537308E0,2.530972004E0,1.659919173E-1
1.202582560E1,4.966211319E0,2.792460203E0,3.763386905E-1
1.203589640E1,5.051392555E0,3.028629541E0,4.741497934E-1
1.204596720E1,5.085028648E0,3.207938910E0,5.104316473E-1
1.205603800E1,5.061489105E0,3.432426929E0,5.285447240E-1
1.206610880E1,5.010426521E0,3.702905655E0,5.254644752E-1
1.207617960E1,4.950025558E0,3.975332737E0,5.148177147E-1
1.208628092E1,4.862619400E0,4.191447735E0,5.760967135E-1
1.209635172E1,4.723584652E0,4.342920303E0,6.544424891E-1
1.210642252E1,4.624619007E0,4.418873787E0,7.219142318E-1
1.211649332E1,4.466051579E0,4.462709427E0,8.133683801E-1
1.212656412E1,4.251346111E0,4.465204716E0,9.346871972E-1
1.213663492E1,3.972993374E0,4.437305927E0,1.008610725E0
1.214670572E1,3.666541815E0,4.422398090E0,9.940012693E-1
1.215677652E1,3.287657022E0,4.439926624E0,8.789490461E-1
1.216681681E1,2.844146967E0,4.469520569E0,7.244046330E-1
1.217691812E1,2.427920818E0,4.426661015E0,5.396566987E-1
1.218698893E1,1.919017076E0,4.270461082E0,3.123778105E-1
1.219705973E1,1.325844049E0,4.102493763E0,6.652420014E-2
1.220713053E1,6.758657098E-1,3.802885532E0,-1.791792959E-1
1.221720133E1,2.182630589E-3,3.363901854E0,-3.845392764E-1
1.222727213E1,-6.658420563E-1,2.802829266E0,-5.388092995E-1
1.223734293E1,-1.344603181E0,2.162725210E0,-6.668213606E-1
1.224741373E1,-2.070323467E0,1.437117457E0,-8.092026711E-1
1.225748453E1,-2.853916407E0,6.733542681E-1,-1.011548400E0
1.226755533E1,-3.696946144E0,-7.465919107E-2,-1.301502824E0
1.227762613E1,-4.605130672E0,-7.724754214E-1,-1.632678866E0
1.228769693E1,-5.579544544E0,-1.433833838E0,-1.917985916E0
1.229776774E1,-6.526437759E0,-2.057877541E0,-2.093517065E0
1.230783854E1,-7.317986488E0,-2.640863895E0,-2.140386581E0
1.231790934E1,-7.890138149E0,-3.163316488E0,-2.075196981E0
1.232798014E1,-8.279951096E0,-3.676677465E0,-1.975224257E0
1.233805094E1,-8.508918762E0,-4.144057274E0,-1.656775236E0
1.234812174E1,-8.547632217E0,-4.604581356E0,-1.293976903E0
1.235819254E1,-8.386980057E0,-5.066081047E0,-8.230498433E-1
1.236826334E1,-8.071907043E0,-5.235337734E0,-5.265693069E-1
1.237833414E1,-7.236804962E0,-5.027437210E0,-3.095879555E-1
1.238837442E1,-6.358258247E0,-4.713314533E0,-1.176294982E-1
1.239847574E1,-5.675535202E0,-4.114285946E0,5.341522396E-2
1.240854654E1,-4.901381493E0,-3.542550564E0,1.098161265E-1
1.241861734E1,-3.935006142E0,-3.095566511E0,1.911331564E-1
1.242868814E1,-2.806201458E0,-2.688940525E0,3.043961525E-1
1.243875895E1,-1.649903059E0,-2.254738808E0,3.937599063E-1
1.244882975E1,-6.346031427E-1,-1.875582695E0,4.810704589E-1
1.245890055E1,1.486678720E-1,-1.576412320E0,5.590589046E-1
1.246897135E1,7.446461916E-1,-1.301251173E0,6.370364428E-1
1.247904215E1,1.235172391E0,-1.029491782E0,7.057980299E-1
1.248908243E1,1.632884264E0,-7.199614048E-1,6.773685217E-1
1.249915323E1,1.917705059E0,-3.343785405E-1,6.338667274E-1
1.250922403E1,2.168498039E0,1.327776015E-1,6.948928833E-1
1.251932535E1,2.395765781E0,4.394631982E-1,6.774873137E-1
1.252936564E1,2.164369583E0,5.009409785E-1,7.539271712E-1
1.253940592E1,1.712860823E0,4.345526099E-1,8.349043727E-1
1.254947672E1,1.201756477E0,1.753145903E-1,8.776602149E-1
1.255954752E1,9.194936156E-1,-7.205050439E-3,8.651621342E-1
1.256961832E1,6.033020616E-1,-8.857133240E-2,9.243414402E-1
1.257968912E1,1.588426083E-1,-1.135649681E-1,9.729884863E-1
1.258979044E1,-4.045770764E-1,-1.295271516E-1,1.012494087E0
1.259983072E1,-8.051621318E-1,-2.073320448E-1,1.060320854E0
1.260990152E1,-1.037648082E0,-2.771670818E-1,1.077517867E0
1.262000284E1,-1.184223294E0,-3.054876626E-1,1.097246766E0
1.263007364E1,-1.314863324E0,-3.580487072E-1,1.106710315E0
1.264014444E1,-1.395806432E0,-4.228035510E-1,1.109255433E0
1.265018473E1,-1.444631577E0,-4.496252835E-1,1.054372668E0
1.266028605E1,-1.479537487E0,-4.699601829E-1,9.381939173E-1
1.267032633E1,-1.582991362E0,-4.627027810E-1,8.036800623E-1
1.268039713E1,-1.818123579E0,-4.576732516E-1,6.813603044E-1
1.269046793E1,-1.956896067E0,-4.560372233E-1,5.882962346E-1
1.270053873E1,-2.070521355E0,-4.436239600E-1,5.220653415E-1
1.271060953E1,-2.026876211E0,-4.081581831E-1,4.797784984E-1
1.272068033E1,-1.946546555E0,-3.819757700E-1,4.592971504E-1
1.273078165E1,-1.855995178E0,-3.506208658E-1,4.673857093E-1
1.274085245E1,-1.795511246E0,-3.231656849E-1,4.784817100E-1
1.275092325E1,-1.726303816E0,-2.902088463E-1,4.765472710E-1
1.276157389E1,-1.630764604E0,-2.474307865E-1,4.725622833E-1
1.277161417E1,-1.520541906E0,-2.079264373E-1,4.701914787E-1
1.278171549E1,-1.417388082E0,-1.767170280E-1,4.486476481E-1
1.279175577E1,-1.299881458E0,-1.430311054E-1,4.066084921E-1
1.281180582E1,-9.544754624E-1,-4.794139415E-2,3.214503229E-1
1.282181559E1,-7.351728082E-1,-4.908113275E-3,2.813905180E-1
1.283185587E1,-5.122686625E-1,3.880352527E-2,2.599259019E-1
1.284186564E1,-2.883772254E-1,8.493430167E-2,2.603083849E-1
1.285190592E1,-6.053963304E-2,1.208323687E-1,2.555129230E-1
1.286191568E1,1.575646549E-1,1.447311491E-1,2.672182024E-1
1.287192545E1,3.724640012E-1,1.598595232E-1,2.780451179E-1
1.288196573E1,5.872804523E-1,1.675666869E-1,3.024829328E-1
1.289200602E1,8.062337041E-1,1.725321561E-1,3.403666317E-1
1.290204630E1,1.005506396E0,1.793198884E-1,3.865298331E-1
1.291211710E1,1.158918500E0,1.760552973E-1,4.366851747E-1
1.292215738E1,1.274597287E0,1.656496525E-1,4.953452647E-1
1.293222818E1,1.366281271E0,1.405629218E-1,5.467464328E-1
1.294229898E1,1.435986042E0,9.921222180E-2,6.080600023E-1
1.295236979E1,1.463779211E0,3.018273786E-2,7.095896602E-1
1.296244059E1,1.457661986E0,-1.169235036E-1,7.627645135E-1
1.297251139E1,1.427460790E0,-3.409792185E-1,7.434714437E-1
1.298258219E1,1.366263270E0,-5.708616376E-1,7.108077407E-1
1.299262247E1,1.249581933E0,-7.549283504E-1,6.009936929E-1
1.300272379E1,1.087928772E0,-8.911584616E-1,4.159999490E-1
1.301279459E1,9.162696600E-1,-1.004731774E0,1.775437593E-1
1.302286539E1,7.320103049E-1,-1.109046578E0,-8.788096905E-2
1.303293619E1,5.500794649E-1,-1.198972940E0,-3.813537061E-1
1.304300699E1,4.075176716E-1,-1.256761312E0,-7.101421356E-1
1.305368814E1,3.661501110E-1,-1.262802601E0,-1.066417098E0
1.306372843E1,3.570577800E-1,-1.221884966E0,-1.380864501E0
1.307373819E1,4.462272227E-1,-1.125258923E0,-1.652997851E0
1.309369669E1,8.805691004E-1,-7.428550720E-1,-2.040252924E0
1.310379801E1,1.185366511E0,-4.428308606E-1,-2.218840599E0
1.311383829E1,1.520324588E0,-3.528454900E-2,-2.328813791E0
1.312384806E1,1.881303072E0,4.648059905E-1,-2.306096792E0
1.313385782E1,2.307930946E0,9.344452620E-1,-2.305991888E0
1.314386759E1,2.777689457E0,1.328479290E0,-2.272706509E0
1.315390787E1,3.240910053E0,1.690293074E0,-2.182440758E0
1.316394816E1,3.638380289E0,2.064981699E0,-2.086791992E0
1.317395792E1,3.937714338E0,2.440055609E0,-1.997017741E0
1.318399820E1,4.128420830E0,2.780676842E0,-1.910229683E0
1.319406900E1,4.209246159E0,3.061648846E0,-1.813358426E0
1.320413980E1,4.147336006E0,3.219623804E0,-1.690715075E0
1.321421061E1,4.063071251E0,3.338707209E0,-1.601334810E0
1.322428141E1,3.973805428E0,3.431057453E0,-1.502596378E0
1.323435221E1,3.833027363E0,3.483494282E0,-1.420257926E0
1.324442301E1,3.642608404E0,3.486604929E0,-1.340556622E0
1.325449381E1,3.429588795E0,3.483125448E0,-1.266491413E0
1.326456461E1,3.218507290E0,3.425896883E0,-1.149020791E0
1.327463541E1,3.007559538E0,3.314753532E0,-1.036382079E0
1.328470621E1,2.775418043E0,3.187313557E0,-9.326025248E-1
1.329477701E1,2.551670313E0,3.075758934E0,-7.679513097E-1
1.330484781E1,2.355302572E0,2.983912230E0,-5.755053759E-1
1.331488810E1,2.159986258E0,2.877568245E0,-3.917584419E-1
1.332495890E1,1.949028492E0,2.732243061E0,-1.971151382E-1
1.333506022E1,1.749885440E0,2.563573599E0,6.496766000E-4
1.334513102E1,1.562365890E0,2.403666973E0,1.940422505E-1
1.335520182E1,1.376289368E0,2.264214993E0,3.843107522E-1
1.336527262E1,1.180927515E0,2.134803295E0,5.620514154E-1
1.337534342E1,9.160772562E-1,1.982819319E0,7.321667075E-1
1.338541422E1,5.878874660E-1,1.780564070E0,9.043003321E-1
1.339548502E1,2.148455083E-1,1.518106461E0,1.073659182E0
1.340555582E1,-1.937765330E-1,1.204826713E0,1.210372090E0
1.341562662E1,-6.400794387E-1,8.748899698E-1,1.325903893E0
1.342569742E1,-1.113290906E0,5.470106602E-1,1.450249553E0
1.343576822E1,-1.621168852E0,2.202607542E-1,1.550820947E0
1.344583902E1,-2.184866190E0,-1.092371196E-1,1.617914677E0
1.345590982E1,-2.802069187E0,-4.345392883E-1,1.644805193E0
1.346598062E1,-3.460349083E0,-7.699453831E-1,1.632107258E0
1.347605143E1,-4.135628700E0,-1.110018373E0,1.582968831E0
1.348609171E1,-4.811973572E0,-1.437161922E0,1.495257735E0
1.349619303E1,-5.467724800E0,-1.740539670E0,1.414135814E0
1.350623331E1,-6.057609081E0,-2.021237612E0,1.319054961E0
1.351627359E1,-6.581343651E0,-2.263808250E0,1.213739157E0
1.352640543E1,-7.059053421E0,-2.465886354E0,1.103043079E0
1.353647623E1,-7.482503414E0,-2.609295845E0,9.786724448E-1
1.354654703E1,-7.828044891E0,-2.663935184E0,8.258144855E-1
1.355664835E1,-8.061593056E0,-2.632467031E0,6.346442103E-1
1.356668863E1,-8.161753654E0,-2.534955740E0,4.025522470E-1
1.357675943E1,-8.105473518E0,-2.396436214E0,1.546255201E-1
1.358683024E1,-7.861121178E0,-2.224079609E0,-1.412451267E-1
1.359690104E1,-7.587170601E0,-2.049970388E0,-4.543457925E-1
1.360700235E1,-7.127118111E0,-1.940494657E0,-8.349568844E-1
1.361704264E1,-6.683746338E0,-1.850523353E0,-1.162806749E0
1.362711344E1,-6.479399204E0,-1.907174468E0,-1.442188740E0
1.363718424E1,-6.264696598E0,-2.152108192E0,-1.579838872E0
1.364725504E1,-5.903918266E0,-2.186374187E0,-1.563753605E0
1.365732584E1,-5.037643909E0,-1.980886817E0,-1.481648207E0
1.366739664E1,-4.112276077E0,-1.739756584E0,-1.240296483E0
1.367746744E1,-2.626620531E0,-1.193546176E0,-9.218217731E-1
