"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.072790340E1,2.983674765E0,-5.390362144E-1,-2.227229595E0
5.073797420E1,3.157241583E0,-5.293804407E-1,-2.343455076E0
5.074801448E1,3.381977320E0,-4.897514284E-1,-2.449470282E0
5.075811580E1,3.611816168E0,-4.242666960E-1,-2.477310181E0
5.076815608E1,3.795952797E0,-3.428688049E-1,-2.454630136E0
5.077825740E1,3.960664272E0,-2.223789394E-1,-2.442890406E0
5.078829769E1,4.084775925E0,-3.860484064E-2,-2.561457872E0
5.079839900E1,4.135551929E0,1.674893647E-1,-2.667002439E0
5.080843929E1,4.162077904E0,3.150777817E-1,-2.660668850E0
5.081851009E1,4.192857742E0,4.128019512E-1,-2.548978567E0
5.082861141E1,4.210619450E0,5.996677279E-1,-2.316313744E0
5.083865169E1,4.182436943E0,8.415011764E-1,-2.071939230E0
5.084872249E1,4.092854500E0,1.151789784E0,-1.840475917E0
5.085879329E1,3.992308140E0,1.473890543E0,-1.636957288E0
5.086941341E1,3.932739019E0,1.736404777E0,-1.427073121E0
5.087945369E1,3.933715820E0,1.922245502E0,-1.197661281E0
5.088949398E1,3.933135033E0,2.034634590E0,-1.017485023E0
5.089953426E1,3.849599123E0,2.111374617E0,-8.959988952E-1
5.091955379E1,3.485245705E0,2.375540733E0,-8.051039577E-1
5.092956356E1,3.329862356E0,2.634239197E0,-8.588513136E-1
5.093960384E1,3.197896719E0,2.934736729E0,-8.689464331E-1
5.094961360E1,3.039803982E0,3.235572338E0,-7.585093379E-1
5.096960262E1,2.562869549E0,3.420510769E0,-3.351275623E-1
5.097964290E1,2.216554880E0,3.399584055E0,-9.606381506E-2
5.098971370E1,1.925256491E0,3.266668320E0,1.626710445E-1
5.099978450E1,1.709410548E0,3.086735249E0,4.194828570E-1
5.100985530E1,1.532861471E0,2.914983034E0,6.413491368E-1
5.101989559E1,1.356255054E0,2.790934324E0,8.213860989E-1
5.102999691E1,1.117827892E0,2.732804537E0,9.271703362E-1
5.104006771E1,8.305647969E-1,2.734496832E0,9.560269117E-1
5.105013851E1,8.305647969E-1,2.734496832E0,9.560269117E-1
5.106020931E1,2.404859066E-1,2.785422087E0,8.660225868E-1
5.107028011E1,3.846517764E-3,2.702324152E0,8.148965836E-1
5.108035091E1,-2.153617591E-1,2.565999746E0,7.989461422E-1
5.109036068E1,-4.558319151E-1,2.345533133E0,8.263658881E-1
5.110049251E1,-7.746867537E-1,2.044137478E0,8.469718099E-1
5.111056331E1,-1.212542653E0,1.690236568E0,8.044083714E-1
5.112063411E1,-1.786767721E0,1.265587926E0,7.187504172E-1
5.113070491E1,-2.471545696E0,7.885872722E-1,5.830004215E-1
5.114077571E1,-3.218667030E0,2.614584565E-1,4.510004818E-1
5.115136531E1,-3.979380369E0,-2.359448373E-1,2.844087183E-1
5.116140560E1,-4.811472416E0,-6.958526969E-1,8.817552030E-2
5.117141536E1,-5.700972557E0,-1.159569263E0,-9.412547946E-2
5.118145565E1,-6.675623417E0,-1.611010909E0,-2.567425072E-1
5.119146541E1,-7.544777870E0,-2.021270752E0,-3.417049646E-1
5.120147518E1,-8.173538208E0,-2.403691530E0,-3.822496533E-1
5.121148494E1,-8.607270241E0,-2.872992992E0,-4.405816495E-1
5.122152523E1,-8.926244736E0,-3.285514355E0,-5.111777186E-1
5.123153499E1,-8.972014427E0,-3.861404657E0,-5.956726074E-1
5.124157528E1,-8.984387398E0,-4.155046463E0,-7.456648350E-1
5.125158504E1,-9.116791725E0,-4.128911495E0,-1.021830320E0
5.126162532E1,-9.161495209E0,-3.907565594E0,-1.050117850E0
5.127169612E1,-8.847481728E0,-3.630475283E0,-1.011427760E0
5.128176693E1,-8.235270500E0,-3.387022257E0,-9.177162051E-1
5.129183773E1,-7.495387077E0,-3.047296762E0,-7.310653925E-1
5.130190853E1,-6.368383884E0,-2.503600121E0,-5.070996881E-1
5.131197933E1,-4.910107136E0,-2.029987812E0,-2.123955190E-1
5.132205013E1,-3.460012197E0,-1.639077902E0,1.568409950E-1
5.133212093E1,-1.984230042E0,-1.277618289E0,5.844448209E-1
5.134219173E1,-7.075042725E-1,-9.705054164E-1,9.583910704E-1
5.135226253E1,2.476512641E-1,-7.762292624E-1,1.255723953E0
5.136233333E1,1.066764832E0,-6.613849401E-1,1.476029158E0
5.137240413E1,1.694886923E0,-4.240072966E-1,1.717845321E0
5.138247493E1,2.127739906E0,5.810677633E-2,1.873143673E0
5.140261654E1,2.317705154E0,4.216247499E-1,2.364537716E0
5.141265682E1,2.754671574E0,4.826660454E-1,2.462985992E0
5.142275814E1,3.203803539E0,4.102223814E-1,2.522846460E0
5.143282894E1,3.763454914E0,3.720323443E-1,2.586114168E0
5.144289974E1,4.077871799E0,4.436056912E-1,2.562306404E0
5.145297054E1,3.888615847E0,4.700574279E-1,2.459246874E0
5.146304134E1,3.191613197E0,3.068269193E-1,2.274507523E0
5.147311214E1,2.487021923E0,1.703524441E-1,2.033225775E0
5.148318294E1,1.805250049E0,4.344478622E-2,1.732411742E0
5.149325374E1,1.199599743E0,-8.162980527E-2,1.464151144E0
5.150332454E1,6.303683519E-1,-1.775890738E-1,1.235655427E0
5.151339534E1,1.112763435E-1,-2.588206828E-1,1.058245897E0
5.152346614E1,-3.185805380E-1,-2.820352912E-1,9.048224688E-1
5.153353694E1,-7.128029466E-1,-2.903759181E-1,8.045971394E-1
5.154360775E1,-1.015074492E0,-2.957537472E-1,7.590994239E-1
5.155367855E1,-1.210060120E0,-3.197356462E-1,7.162080407E-1
5.156374935E1,-1.373287916E0,-3.556221128E-1,6.342255473E-1
5.157382015E1,-1.608035088E0,-4.083710015E-1,5.508150458E-1
5.158389095E1,-2.001493931E0,-4.909867644E-1,4.435882568E-1
5.159396175E1,-2.529666185E0,-5.645984411E-1,3.093353808E-1
5.160403255E1,-2.979410887E0,-6.003710032E-1,1.578611583E-1
5.161410335E1,-3.256384611E0,-6.066699028E-1,1.117653213E-2
5.162417415E1,-3.397570372E0,-6.027219892E-1,-1.194739267E-1
5.163424495E1,-3.437780142E0,-5.920661092E-1,-2.246828973E-1
5.164431575E1,-3.392575502E0,-5.843397975E-1,-3.149331510E-1
5.165438655E1,-3.325479746E0,-5.710960627E-1,-4.037192762E-1
5.166445736E1,-3.207376003E0,-5.515766740E-1,-4.784079790E-1
5.167452816E1,-3.061274290E0,-5.285873413E-1,-5.498382449E-1
5.168459896E1,-2.902643442E0,-5.067203045E-1,-6.174508929E-1
5.169466976E1,-2.696720600E0,-4.919078350E-1,-6.942031384E-1
5.170474056E1,-2.419368505E0,-4.846338034E-1,-6.935973763E-1
5.171481136E1,-2.070030451E0,-4.978451729E-1,-6.468314528E-1
5.172488216E1,-1.751645446E0,-5.470144153E-1,-6.079590321E-1
5.173495296E1,-1.487528682E0,-5.976583958E-1,-6.628311872E-1
5.174499324E1,-1.270181417E0,-6.218373775E-1,-7.332451940E-1
5.175509456E1,-1.084749103E0,-6.634050012E-1,-8.314212561E-1
5.176516536E1,-9.206900001E-1,-7.329856753E-1,-9.489873052E-1
5.177523616E1,-7.428389788E-1,-8.099867105E-1,-1.066638589E0
5.178530696E1,-5.526438951E-1,-8.737630844E-1,-1.151288867E0
5.179534725E1,-3.638080955E-1,-9.620077610E-1,-1.133967876E0
5.180544857E1,-2.063140869E-1,-1.059877396E0,-1.108338594E0
5.181551937E1,-8.387676626E-2,-1.219685316E0,-1.111601710E0
5.182559017E1,3.361655772E-2,-1.424708724E0,-1.156550884E0
5.183566097E1,1.703116000E-1,-1.577502966E0,-1.242320061E0
5.184573177E1,3.049990237E-1,-1.694443107E0,-1.308807850E0
5.185580257E1,3.831585348E-1,-1.776326299E0,-1.391294003E0
5.186587337E1,4.532447457E-1,-1.852208495E0,-1.580256820E0
5.187594417E1,5.358070135E-1,-1.872465134E0,-1.669490933E0
5.188601497E1,7.101998329E-1,-1.851675630E0,-1.620393395E0
5.189608577E1,9.190846682E-1,-1.838448405E0,-1.609368682E0
5.190615657E1,1.129872680E0,-1.840502620E0,-1.549225926E0
5.191622737E1,1.384225965E0,-1.780914426E0,-1.384049535E0
5.192626766E1,1.701771379E0,-1.624606371E0,-1.175701618E0
5.193636898E1,2.002753496E0,-1.481489539E0,-9.802264571E-1
5.194643978E1,2.214269638E0,-1.380746961E0,-8.913536072E-1
5.195651058E1,2.410385609E0,-1.241661191E0,-8.992608786E-1
5.196658138E1,2.714208364E0,-9.757810235E-1,-9.393835068E-1
5.197665218E1,3.013917685E0,-6.406210661E-1,-9.472096562E-1
5.198672298E1,3.437319994E0,-2.402290404E-1,-9.041970968E-1
5.199679378E1,3.937548399E0,2.417436987E-1,-8.009296656E-1
5.200686458E1,4.434607506E0,7.544869184E-1,-6.438644528E-1
5.201693538E1,4.844872475E0,1.210182548E0,-4.793435931E-1
5.202697566E1,5.098617554E0,1.604554892E0,-3.820209503E-1
5.203707698E1,5.289586544E0,1.978924036E0,-3.005025387E-1
5.204711727E1,5.464829445E0,2.353186846E0,-3.271016777E-1
5.205721858E1,5.591391563E0,2.705361128E0,-2.512423694E-1
5.206728939E1,5.670032978E0,3.051120758E0,-1.855877340E-1
5.207736019E1,5.680619240E0,3.380032778E0,-1.733741909E-1
5.208743099E1,5.652223110E0,3.748980284E0,-1.553108394E-1
5.209747127E1,5.685967922E0,4.159834862E0,-1.346199214E-1
5.210757259E1,5.798545837E0,4.568992615E0,-4.522069357E-3
5.211761287E1,5.851824760E0,4.887849808E0,1.396927238E-1
5.212771419E1,5.770841599E0,5.061557770E0,3.514671624E-1
5.213778499E1,5.708895683E0,5.162367821E0,6.075051427E-1
5.214785579E1,5.582556725E0,5.216768265E0,9.011241198E-1
5.215792659E1,5.463921070E0,5.221356392E0,1.138935804E0
5.216802791E1,5.356491089E0,5.255406857E0,1.290151358E0
5.217806820E1,5.221374035E0,5.378626347E0,1.322398901E0
5.218816951E1,5.019744873E0,5.562431335E0,1.266748190E0
5.219824031E1,4.714464188E0,5.709891319E0,1.192535281E0
5.220831112E1,4.399460793E0,5.744182587E0,1.045679212E0
5.221835140E1,3.971933603E0,5.615875244E0,8.449810743E-1
5.222845272E1,3.429657698E0,5.410665512E0,6.078783870E-1
5.223849300E1,2.810922146E0,5.083424091E0,3.467854261E-1
5.224859432E1,2.147136688E0,4.584748745E0,1.052803993E-1
5.225866512E1,1.435866833E0,3.955222845E0,-9.506041557E-2
5.226873592E1,6.575995088E-1,3.218566895E0,-2.310716361E-1
5.227880672E1,-1.888892055E-1,2.405418634E0,-3.821236491E-1
5.228887752E1,-1.108622193E0,1.531630635E0,-6.191593409E-1
5.229891780E1,-2.119609356E0,6.161087751E-1,-1.011678457E0
5.230898860E1,-3.261271477E0,-2.538593709E-1,-1.471064925E0
5.231905941E1,-4.467577934E0,-1.078395844E0,-1.855020165E0
5.232913021E1,-5.677455425E0,-1.878423452E0,-2.167682648E0
5.233920101E1,-5.677455425E0,-1.878423452E0,-2.167682648E0
5.234927181E1,-7.803873539E0,-3.366410732E0,-2.354022980E0
5.235937313E1,-8.390641212E0,-3.956772089E0,-2.250123978E0
5.236947444E1,-8.648201942E0,-4.538539410E0,-2.029554367E0
5.237954525E1,-8.684113503E0,-5.084382534E0,-1.758118033E0
5.238961605E1,-8.593744278E0,-5.555802345E0,-1.488385201E0
5.239968685E1,-8.461750984E0,-5.944612503E0,-1.491454601E0
5.240975765E1,-8.548714638E0,-6.036225796E0,-1.391119242E0
5.241979793E1,-8.582557678E0,-5.875134945E0,-1.216695547E0
5.242989925E1,-8.308290482E0,-5.507897854E0,-1.049007297E0
5.243997005E1,-7.736490726E0,-5.012086868E0,-9.034242630E-1
5.245004085E1,-7.054105759E0,-4.400382042E0,-6.784887910E-1
5.246011165E1,-6.032950878E0,-3.692815781E0,-3.321876824E-1
5.247018245E1,-4.797316074E0,-3.089211702E0,1.109252200E-1
5.248025325E1,-3.452574015E0,-2.670662880E0,6.708141565E-1
5.249032405E1,-2.032547474E0,-2.313277721E0,1.243623018E0
5.250039486E1,-9.618352056E-1,-2.014475584E0,1.692363262E0
5.251046566E1,-2.602738142E-1,-1.811128736E0,2.007156610E0
5.252053646E1,3.568865061E-1,-1.666234732E0,2.223850727E0
5.253057674E1,8.171884418E-1,-1.395941019E0,2.326429605E0
5.254058650E1,1.077311397E0,-9.088124037E-1,2.385330439E0
5.255074886E1,9.937084913E-1,-3.769786954E-1,2.454366922E0
5.256081966E1,1.016764522E0,-4.026914015E-2,2.627665758E0
5.257092098E1,1.406805873E0,1.120436564E-1,2.610658884E0
5.258099178E1,1.816824317E0,2.224753648E-1,2.547486544E0
5.259109310E1,2.118217707E0,2.686460614E-1,2.479071617E0
5.260110286E1,2.100441217E0,2.358970493E-1,2.348712683E0
5.261117366E1,1.792558312E0,9.477547556E-2,2.178016663E0
5.262124446E1,1.344836473E0,-2.348479116E-3,1.986234069E0
5.263131527E1,8.734632134E-1,-1.884353161E-2,1.719465017E0
5.264138607E1,4.050334394E-1,-4.143382236E-2,1.401412129E0
5.265148738E1,8.611769229E-2,-6.678576022E-2,1.095183253E0
5.266155819E1,-1.340792477E-1,-8.939933032E-2,8.227960467E-1
5.267162899E1,-3.283458352E-1,-8.814735711E-2,6.128514409E-1
5.268166927E1,-5.069774389E-1,-9.047256410E-2,4.917494953E-1
5.269170955E1,-7.181686163E-1,-1.133513153E-1,3.769766092E-1
5.270196346E1,-8.859762549E-1,-1.424375474E-1,2.991194427E-1
5.272189144E1,-1.007251859E0,-1.610774100E-1,1.627357304E-1
5.273199276E1,-1.121274710E0,-1.760311872E-1,1.021053419E-1
5.274203304E1,-1.321066976E0,-2.144464850E-1,3.760362417E-2
5.275213436E1,-1.505153179E0,-2.552410066E-1,-2.303164825E-2
5.276220516E1,-1.626863480E0,-2.914516628E-1,-7.959615439E-2
5.277227596E1,-1.738261580E0,-3.231000006E-1,-1.241686046E-1
5.278234676E1,-1.850893259E0,-3.548223376E-1,-1.616419405E-1
5.279241756E1,-1.934762239E0,-3.771956563E-1,-1.905864924E-1
5.280248836E1,-2.005030394E0,-3.843018115E-1,-2.083528340E-1
5.281255916E1,-2.041267633E0,-3.853442669E-1,-2.346602976E-1
5.282262996E1,-2.051069021E0,-3.754981160E-1,-2.581750453E-1
5.283270076E1,-2.048082590E0,-3.571841419E-1,-2.848011553E-1
5.284277156E1,-2.010968447E0,-3.386947513E-1,-3.297857046E-1
5.285281185E1,-1.927844882E0,-3.265899122E-1,-2.990760803E-1
5.286291316E1,-1.816489100E0,-3.178011775E-1,-2.917690575E-1
5.287298397E1,-1.666582704E0,-3.257635534E-1,-2.954439819E-1
5.288302425E1,-1.492014527E0,-3.112545311E-1,-3.105792701E-1
5.289309505E1,-1.314847946E0,-2.999967933E-1,-3.220342696E-1
5.290316585E1,-1.168204904E0,-3.077679873E-1,-3.309862912E-1
5.291326717E1,-1.055692434E0,-3.113052249E-1,-3.051164746E-1
5.292330745E1,-9.223995805E-1,-3.232795596E-1,-2.721035480E-1
5.293337825E1,-7.601926327E-1,-3.427382708E-1,-2.642951012E-1
5.294344905E1,-5.628654957E-1,-3.648147881E-1,-2.807335854E-1
5.295355037E1,-3.841675222E-1,-3.942934275E-1,-2.591187060E-1
5.296362117E1,-2.522617877E-1,-4.787147939E-1,-2.733007669E-1
5.297421077E1,-1.476027369E-1,-6.413035393E-1,-3.066195548E-1
5.298425106E1,-6.632915884E-2,-7.973240614E-1,-4.094184339E-1
5.299429134E1,-1.520079095E-2,-9.067897201E-1,-5.647311807E-1
5.300430110E1,1.379970461E-2,-9.900181890E-1,-7.612144351E-1
5.301431087E1,-1.204987988E-2,-1.065374851E0,-1.034850001E0
5.302435115E1,-1.259761676E-2,-1.117193460E0,-1.240611911E0
5.303439144E1,4.174172133E-2,-1.171663284E0,-1.384421229E0
5.304440120E1,1.670699716E-1,-1.253989697E0,-1.486184001E0
5.305444149E1,2.717703581E-1,-1.320423841E0,-1.567152262E0
5.306445125E1,4.320369363E-1,-1.364247680E0,-1.629476547E0
5.307446102E1,6.361621618E-1,-1.373927593E0,-1.717249870E0
5.308450130E1,8.956080675E-1,-1.372968316E0,-1.830797195E0
5.309457210E1,1.192633629E0,-1.309000611E0,-1.921656132E0
5.310461238E1,1.564054847E0,-1.165648699E0,-1.963793039E0
5.311465267E1,2.054490566E0,-8.788790107E-1,-1.913841724E0
5.312472347E1,2.636596441E0,-4.488862455E-1,-1.833545208E0
5.313479427E1,3.226700783E0,-5.273893941E-3,-1.705883622E0
5.314489559E1,3.789875031E0,4.050174654E-1,-1.574177265E0
5.315496639E1,4.374845505E0,8.050444722E-1,-1.409786224E0
5.316500667E1,5.010541916E0,1.235250950E0,-1.259880900E0
5.317507747E1,5.623487473E0,1.732949853E0,-1.151965261E0
5.318517879E1,6.119881630E0,2.290468693E0,-1.092958689E0
5.319521907E1,6.439160824E0,2.834610939E0,-1.039566994E0
5.320525936E1,6.589692593E0,3.347988605E0,-1.021417022E0
5.321533016E1,6.592629433E0,3.841165543E0,-1.032759190E0
5.322540096E1,6.477773666E0,4.333990097E0,-1.066867590E0
5.323547176E1,6.279819012E0,4.760606766E0,-1.133065701E0
5.324554256E1,6.060455322E0,5.132280350E0,-1.132782459E0
5.325613216E1,5.821537495E0,5.438213825E0,-1.035519719E0
5.326617244E1,5.558578968E0,5.639162064E0,-9.165971279E-1
5.327618221E1,5.309653282E0,5.756686687E0,-8.421646357E-1
5.328622249E1,5.038428783E0,5.802275181E0,-7.469634414E-1
5.329623226E1,4.873481274E0,5.788476467E0,-4.873314202E-1
5.330627254E1,4.825684547E0,5.723375320E0,-1.604142189E-1
5.331628231E1,4.714716911E0,5.615213871E0,9.246648103E-2
5.332629207E1,4.416512966E0,5.530086517E0,2.618412971E-1
5.333633236E1,3.906715870E0,5.378364086E0,3.638710380E-1
5.334634212E1,3.392899275E0,5.158259392E0,4.023915231E-1
5.335638240E1,2.781045198E0,4.899258614E0,4.030212462E-1
5.336642269E1,2.078334570E0,4.630903244E0,3.875991404E-1
5.337646297E1,1.329820633E0,4.235543728E0,3.953552246E-1
5.338653377E1,6.870697737E-1,3.678904533E0,4.627959728E-1
5.339660457E1,1.523996741E-1,2.993484735E0,6.027346253E-1
5.340667537E1,-3.269843757E-1,2.234715700E0,8.183378577E-1
5.341674617E1,-8.988897800E-1,1.473965764E0,1.045315504E0
5.342681697E1,-1.588001966E0,6.985133290E-1,1.256351709E0
5.343688778E1,-2.388109922E0,-1.023076475E-1,1.421833515E0
5.344695858E1,-3.285863638E0,-8.512892127E-1,1.458229780E0
5.345702938E1,-4.252871037E0,-1.525339246E0,1.404038906E0
5.346710018E1,-5.163319588E0,-2.156872749E0,1.276269555E0
5.347717098E1,-5.951431751E0,-2.794046640E0,1.160215974E0
5.348724178E1,-6.584657669E0,-3.447157383E0,1.095396519E0
5.349731258E1,-7.064679146E0,-4.021033287E0,1.023521781E0
5.350738338E1,-7.446980000E0,-4.451973915E0,9.483274817E-1
5.351745418E1,-7.642698288E0,-4.688606739E0,8.874195814E-1
5.352752498E1,-7.584889889E0,-4.702013969E0,7.891064286E-1
5.353759578E1,-7.413881302E0,-4.551991463E0,6.138371229E-1
5.354766658E1,-7.332507133E0,-4.410930157E0,3.192440867E-1
5.355773738E1,-7.450551987E0,-4.352482796E0,1.813140139E-2
5.356780819E1,-7.631863117E0,-4.355409145E0,-3.232615888E-1
5.357787899E1,-7.781803608E0,-4.671564579E0,-6.987608671E-1
5.358794979E1,-7.507718086E0,-4.653148174E0,-1.014360070E0
5.359802059E1,-7.125107288E0,-4.199629307E0,-1.142113447E0
5.360809139E1,-6.174750328E0,-3.676111221E0,-1.150009155E0
5.361816219E1,-5.161270618E0,-2.952164650E0,-1.143769145E0
5.362823299E1,-4.363029003E0,-2.483607769E0,-1.049570918E0
5.363830379E1,-3.674506903E0,-2.223465204E0,-8.629161119E-1
5.364837459E1,-2.947239399E0,-2.023015738E0,-6.117772460E-1
5.365844539E1,-2.130148411E0,-1.794120789E0,-2.806277573E-1
5.366851619E1,-1.267560840E0,-1.531870127E0,1.242515892E-1
5.367858699E1,-5.032212734E-1,-1.298672438E0,5.507747531E-1
5.368862728E1,8.261866868E-2,-1.163223743E0,1.016652226E0
5.369872860E1,5.401747227E-1,-1.104792714E0,1.554352641E0
5.370879940E1,1.004961848E0,-1.013877988E0,2.015023947E0
5.371887020E1,1.569182038E0,-6.795293093E-1,2.425547838E0
5.372894100E1,2.218326569E0,1.907630078E-2,2.769427061E0
5.373901180E1,2.370162010E0,4.106929004E-1,2.989984512E0
5.374908260E1,2.449198008E0,5.215942860E-1,3.030050755E0
5.375915340E1,1.898805261E0,3.819957376E-1,2.996797800E0
5.376922420E1,1.233313560E0,1.865315810E-2,2.965567112E0
5.377929500E1,7.535895705E-1,-1.182220280E-1,2.901995897E0
5.378936580E1,2.527555823E-1,-1.848423481E-1,2.791435957E0
5.379943660E1,-1.863221079E-1,-1.578020006E-1,2.639168739E0
5.380950740E1,-6.236766577E-1,-1.319928318E-1,2.472414732E0
5.381957821E1,-1.100802064E0,-1.179260686E-1,2.322120190E0
5.382964900E1,-1.637359500E0,-1.630168706E-1,2.183040142E0
5.383971981E1,-2.172954798E0,-2.319790274E-1,2.018129826E0
5.384979061E1,-2.699979544E0,-2.893841565E-1,1.884134769E0
5.385986141E1,-3.177899837E0,-3.689148724E-1,1.746717811E0
5.386993221E1,-3.532291889E0,-4.529347420E-1,1.626539826E0
5.388000301E1,-3.742663622E0,-5.133833289E-1,1.515441418E0
5.389007381E1,-3.809002638E0,-5.346060991E-1,1.385884643E0
5.390014461E1,-3.809360981E0,-5.379397273E-1,1.227603555E0
5.391021541E1,-3.835725307E0,-5.440183282E-1,1.033209443E0
5.392028621E1,-3.853869677E0,-5.541005731E-1,8.298320174E-1
5.393035701E1,-3.849956512E0,-5.674549341E-1,5.760368109E-1
5.394042781E1,-3.801470280E0,-5.720662475E-1,3.016824424E-1
5.395049862E1,-3.684998989E0,-5.683319569E-1,2.677733824E-2
5.396056942E1,-3.495426178E0,-5.432053208E-1,-2.238240838E-1
5.397064022E1,-3.225171328E0,-5.137091875E-1,-4.450043440E-1
5.398071102E1,-2.904685020E0,-4.892700613E-1,-6.249769330E-1
5.399078182E1,-2.532598019E0,-4.550521076E-1,-7.499305010E-1
5.400085262E1,-2.122030258E0,-4.043000042E-1,-8.249834776E-1
5.401092342E1,-1.642876506E0,-3.020293713E-1,-9.529330730E-1
5.402099422E1,-1.125319958E0,-1.774768531E-1,-1.060152650E0
5.403106502E1,-6.678737998E-1,-6.641166657E-2,-1.170663118E0
5.404113582E1,-2.767324150E-1,4.020430148E-2,-1.300155163E0
5.405120662E1,8.235216886E-2,1.376915425E-1,-1.288056135E0
5.406127742E1,5.118754506E-1,2.504833937E-1,-1.223783851E0
5.407134822E1,1.030817032E0,3.241907060E-1,-1.086314797E0
5.408141902E1,1.621188521E0,3.881050944E-1,-9.521599412E-1
5.409148983E1,2.223336220E0,4.725239575E-1,-8.439666629E-1
5.410156063E1,2.801376581E0,5.620355606E-1,-7.747543454E-1
5.411163143E1,3.268181801E0,6.365858316E-1,-7.326136231E-1
5.412170223E1,3.605520010E0,6.927081943E-1,-7.083277106E-1
5.413177303E1,3.840566397E0,7.208226323E-1,-7.038258910E-1
5.414184383E1,3.991602182E0,7.246068120E-1,-6.844717860E-1
5.415191463E1,4.056165695E0,7.183386683E-1,-6.366637945E-1
5.416198543E1,4.028194904E0,6.403142810E-1,-5.731773376E-1
5.417205623E1,3.930942535E0,4.774038196E-1,-5.276864171E-1
5.418212703E1,3.814566612E0,2.456966341E-1,-5.422519445E-1
5.419219783E1,3.714977980E0,1.775450259E-2,-6.155986190E-1
5.420226863E1,3.657053232E0,-1.358011067E-1,-6.501746178E-1
5.421233944E1,3.584041357E0,-2.474241257E-1,-8.605230451E-1
5.422241024E1,3.470453978E0,-3.086483479E-1,-1.127590299E0
5.423248104E1,3.388996124E0,-3.751398325E-1,-1.397447467E0
5.424255184E1,3.371211767E0,-4.558086395E-1,-1.676158428E0
5.425262264E1,3.355335236E0,-5.614012480E-1,-1.954783797E0
5.426269344E1,3.307947874E0,-6.081912518E-1,-2.171778440E0
5.427276424E1,3.183840036E0,-6.359564662E-1,-2.292426586E0
5.428283504E1,2.964054585E0,-6.493682265E-1,-2.295918941E0
5.429290584E1,2.756783485E0,-7.133955956E-1,-2.256354094E0
5.430297664E1,2.492386341E0,-8.237999082E-1,-2.230137348E0
5.431304744E1,2.293807268E0,-9.285894632E-1,-2.204627275E0
5.432311824E1,2.153986692E0,-9.658467770E-1,-2.246592283E0
5.433318904E1,2.036471605E0,-9.086344242E-1,-2.369137764E0
5.434325985E1,1.927740932E0,-7.942780256E-1,-2.562891960E0
5.435333065E1,1.820499659E0,-6.437126994E-1,-2.720314026E0
5.436340145E1,1.736001730E0,-5.160427690E-1,-2.840144157E0
5.437347225E1,1.701886296E0,-3.460311592E-1,-2.928930044E0
5.438354305E1,1.638678193E0,-9.773829579E-2,-2.927138567E0
5.439361385E1,1.594178081E0,2.325551361E-1,-2.812675476E0
5.440368465E1,1.607424617E0,5.775005817E-1,-2.631862164E0
5.441375545E1,1.648596525E0,8.902440667E-1,-2.407012701E0
5.442382625E1,1.745446920E0,1.134741902E0,-2.128976345E0
5.443389705E1,1.938820362E0,1.353007436E0,-1.904511333E0
5.444396785E1,2.242893219E0,1.623467565E0,-1.770832181E0
5.445403865E1,2.566799641E0,1.969730496E0,-1.671321154E0
5.446410946E1,2.794469118E0,2.427438259E0,-1.582707047E0
5.447418026E1,2.962796926E0,2.946993113E0,-1.490260601E0
5.448425106E1,3.090501308E0,3.445515156E0,-1.383015752E0
5.449432186E1,3.215067148E0,3.869575262E0,-1.124796391E0
5.450439266E1,3.292893171E0,4.172978401E0,-7.474849224E-1
5.451446346E1,3.302489996E0,4.327889919E0,-3.027871251E-1
5.452453426E1,3.283944130E0,4.353800297E0,1.604609787E-1
5.453460506E1,3.261753082E0,4.338236332E0,6.180971265E-1
5.454467586E1,3.150788069E0,4.267173767E0,9.923502803E-1
5.455474666E1,2.959560156E0,4.182037830E0,1.279782414E0
5.456481746E1,2.712763548E0,4.117700100E0,1.479166150E0
5.457488826E1,2.404482603E0,4.075259686E0,1.576787472E0
5.458495906E1,2.087447166E0,3.992726564E0,1.603914499E0
5.459502986E1,1.706517577E0,3.874372244E0,1.615383267E0
5.460510066E1,1.242673874E0,3.689616680E0,1.633882761E0
5.461517147E1,7.065663338E-1,3.370396137E0,1.649232149E0
5.462524227E1,1.025624499E-1,2.908560276E0,1.656399250E0
5.463531307E1,-5.722133517E-1,2.321796894E0,1.623036385E0
5.464538387E1,-1.313788652E0,1.660699248E0,1.514806509E0
5.465545467E1,-2.096930504E0,9.649955034E-1,1.355177402E0
5.466552547E1,-2.879149437E0,2.865335643E-1,1.118172407E0
5.467559627E1,-3.689714909E0,-3.413296044E-1,8.086717129E-1
5.468566707E1,-4.561728477E0,-9.320706129E-1,4.413897991E-1
5.469570736E1,-5.529802322E0,-1.491712332E0,7.065066695E-2
5.470571712E1,-6.539036274E0,-1.997290373E0,-2.488677204E-1
5.471587947E1,-7.432973862E0,-2.428108692E0,-4.767715931E-1
5.472595028E1,-8.081473351E0,-2.800214529E0,-6.211889386E-1
5.473602108E1,-8.439712524E0,-3.183481932E0,-7.184333205E-1
5.474609188E1,-8.615027428E0,-3.543849945E0,-6.831312180E-1
5.475616268E1,-8.570650101E0,-3.921986580E0,-7.911384702E-1
5.476623348E1,-8.403872490E0,-4.281165123E0,-9.860565066E-1
5.477630428E1,-8.248832703E0,-4.327267647E0,-1.279086947E0
